sentence,label,label_name
"First of all, this movie is 34 minutes long, which means you could watch it three times in a row and still have spent less time than you would have watching most other movies. Second of all--you need to do this. This sensational short film explores the potential of animation through a world of playful or horrifying but always powerful images. Cats riding in and drinking out of a water elephant, a circus featuring a bird that has consumed the sky, and pigs eating their own fried flesh--that's only the beginn",1,Positive
"One of those Thank-God-I-don't-live-there documentaries. This one tells of two warring factions in Colombia, guerrillas and paramilitaries, and the surrounding peoples of Medellin.<br /><br />Guns, drugs and death run rampant. The guys, no older than 22, not in the middle of fighting a war are in jail. The girls  not women, girls  always react the same way when one of them is killed, with tears and screaming. You scratch your head; what did they expect, really? I don't know what's more disturbing: the nig",0,Negative
"As I saw the movie I was really shocked to see what the 60's was about. I know I may be wrong about some things, but it seemed like the 60's really had an effect on people of the time. Some people said they would want to go back to the 60's. From what I saw I would say yes for the excitement and no for the outcome. But that's my opinion.",1,Positive
"<br /><br />If you like rap or hip-hop, watch this movie, although it's funny if you don't get the references, as a straight comedy.<br /><br />Haven't seen much of the much hyped CB4, but what I did see didn't have the heart that this little stormer has.<br /><br />Haven't heard from the people involved since, which is a surprise. The film is very similar to Spinal Tap, which is no bad thing, and I think a lot of the dialogue, while priceless in Tap is funnier here, probably because I'm more into rap than ",1,Positive
"The documentary revolves around Eva Mozes Kor, a holocaust survivor, part of Mengele's experiments on twins, consisting primarily her version of what happened at Auschwitz, and a comparison of the emotions of the other survivors of the twin experiments. The movie obviously had great reviews. It's one of those topics that no one dares to voice a contrary opinion about.<br /><br />I too, for a large part of the movie, got sucked into the emotion that the movie-maker so obviously wanted the viewer to concentra",0,Negative
"With all of the violence on TV and in the local news, it is refreshing to have a show that has no violence or adult language, yet is still entertaining. My children look forward to watching with us every week. Each of us have a favorite chef and favorite judges. We all enjoy Elton Brown. We enjoy learning about the background of the main ingredient, unique vegetables and seasonings. We play along at home to guess who the winner will be.<br /><br />It is a great hour of entertainment, as well as informationa",1,Positive
"This is an amazing film, both for the incredibly energy evoked from the frenetic flamenco dancing, and from the unique way that the filmmakers interweave the story of the stage production with the lives of the characters preparing for it. Spellbinding is the only word I can use to describe the experience. This is not 'Bizet's Carmen' by any usual standard. This is not a usual film by any standard. Every nuanced glance, every stomp of the foot, every piece of the music is intertwined so captivatingly that yo",1,Positive
"Confounding melodrama taken from a William Gibson story, produced by John Houseman and directed by Vincente Minnelli! Richard Widmark heads up posh, upscale rural nervous asylum, where his loose wife battles with self-appointed queen bee Lillian Gish, and Widmark himself gets the straying eye for staff-newcomer Lauren Bacall, who is putting her life back together after the death of her husband and child. Facetious and muddled, set in an indiscriminate time and place, and with a ""David and Lisa"" love story h",0,Negative
"Everyone does things that they later regret. Things that they wish they could blame on drugs or alien possession. Things that although seem rational at the time, later reveal themselves to be engraved invitations for suffering and endless recriminations of stupidity.<br /><br />For some people it is signing the note for the new Hummer, for others it is picking up a homicidal hitchhiker, for still others it is sending their bank account information to third world millionaires mysteriously strapped for cash.<",0,Negative
"Perhaps this could be the best movie ever made and if it's not it's certainly one of those who are burned onto your pupils as what Brian De Palma delivers here is a great piece of cinematographic artwork. First there is the director's touch of Brian De Palma who proves once again he might be one of the best directors ever, there is the superb performance from Al Pacino who is delivering an immortal hero on the big screen (Tony Montana), there are the many different (violent) scenes that you will never forge",1,Positive
"I wouldn't say this totally sucked, but if it wasn't for Netflix I wouldn't even have this in my house. Steve Martin's eccentric president of a chain of health food stores falls flat. He's just not funny. He's another in a LONG slew of SNL rejects that can only find work whoring themselves to the next SNL movie. The birthing coach with the Elmer Fudd lisp is about as funny as it is original. Amy Poehler simply goes through the same motions she would for a 7 minute SNL skit which is about as funny as SNL lat",0,Negative
"Scary, but mostly in the sense that will it be over before I turn 70. I saw this as a late night re-run in about 1976 and thought it would never end. Like crackers, it's better than nothing (but just).<br /><br />Ray Milland is a little scary because he looks as if he's been stuffed by a taxidermist. Yvette Mimeux looks as if she's smoked up all the Beautiful Downtown Burbank Brown. <br /><br />It's a sort of Roy Rogers version of Rosemary's Baby. This is one turkey that should never have been made. If you ",0,Negative
"Wow, what a waste of acting talent. My husband and I sat there, both thinking, this has to get better, these actresses are too good to have wasted their time on this crap. Unattractive characters, hackneyed script, and listless pacing make for a long two hours. I actually couldn't hack it and left to do the grocery shopping (cat litter being more appealing than this film). The husband stayed and confirmed that it didn't get better--by the time Buddy is killed, you were wishing they all would get hit by a ca",0,Negative
"I had a lot of expectations from this movie and more so since it was a Yashraj Film.<br /><br />Jimmy operates a call centre and one day he is invited by Pooja Singh to teach her boss, Lakhan Singh, English. The two fall in love and decide to run away but Pooja tells Jimmy that she can't do this as she owes a debt to Lakhan Singh, who is also known as Bhaiyyaji. But they decide and steal money from him and its only then that Jimmy finds out that Bhaiyyaji / Lakhan Singh is a Don. In the meantime, Bhaiyyaji ",0,Negative
"Albuquerque is a film that has all the elements of a class A western, except one: the story, that really belongs to a class B or C. That was acceptable at the time the film was made, when people were so thrilled to see a western in color, but nowadays it just looks very primitive. Nonetheless for people who enjoy old westerns, it is entertaining, the original color and sound are very well kept on the DVD that recently came out. Gabby Hayes is a good sidekick, Lon Chaney is mean as always, and Randolph Scott",1,Positive
"This wasn't funny in 1972. It's not funny now.<br /><br />Unlike a lot of other people, I'm not bashing the film because it is incredibly sexist - I quote enjoyed that bit, or rather I enjoyed the reaction it generates in annoying PC people - I'm bashing it because it is poorly written and acted.<br /><br />The only really memorable character is Blakey, which British people 25 years old will recognise immediately since he was a favourite with impressionists for a long time.<br /><br />Avoid.<br /><br />",0,Negative
"Usually, I know after the first minute of a movie if I will hate it or adore it... but now, I was wrong.<br /><br />The start was great; the ""this is based on a true story"" and blah blah blah thing was funny. After, the cartoons and the description of the guys' life with pictures made me think I had made the right choice.<br /><br />Then, seeing the hilarious fake look of Toronto was cool. Also, the situation and appearance of the house seemed to confirm my first idea.<br /><br />That was maybe the first 10",0,Negative
"""The Invisible Mouse"" is a delightful and different Tom & Jerry's cartoon. It features the usual cat/mouse chases and battles, but in a different way this time. Jerry accidentally falls in a bottle of invisible ink and is obviously very glad about this because he realizes that he can prepare lots of ""surprises"" for Tom, scare him, torment him and confuse him.<br /><br />As much as it is weird, it's also very cool and funny to see what we can't see: Jerry invisible. It's amusing to see things lifting up in t",1,Positive
"I just don't see how a Concorde-New Horizons film directed by Jim Wynorski and featuring the acting talents of Andrew Stevens and a puppet could be bad. It just boggles the mind, doesn't it?<br /><br />Well, let's make no mistake about it. ""Munchie Strikes Back"" is indeed a bad film. Munchie is a puppet who has been around for many centuries. For reasons not fully explained until the end of the film, he is sent to Earth to help a single mother and her son. The mom's problem (her main problem at least) is th",0,Negative
"Horrible waste of time - bad acting, plot, directing. This is the most boring movie EVER! There are bad movies that are fun (Freddy vs. Jason), and there are bad movies that are HORRIBLE. This one fits into the latter. Bottom Line - don't waste your time.",0,Negative
"This is one of the great movies of the 80s in MY collection that I think about all the time. <br /><br />The Running Man is one of Arnold`s best and most different films even to this day and when I first saw The Running Man I was so excited to see a movie like this. I just adore all of the fights and this is truly a special movie. It also has Jesse Ventura, the legendary Professor Toru Tanaka, Sven-Ole Thorsen, the beautiful Maria Conchita Alonso, Yaphet Kotto, Kurt Fuller, Richard Dawson, and Thomas Rosale",1,Positive
"I saw this movie recently because a friend brought it with him from NYC. After 30 minutes, I said to him,"" You've got to be kidding. Is this some sort of joke?"" He thought it was good. I told him that I thought it was probably one of the silliest movies ever made. ""What was it supposed to be?"" I asked. ""A propaganda movie made for children?"" The plot is stupid. The acting is the worst ever for most of the principals and frankly people who look at this sort of tripe and think it has anything to do with life,",0,Negative
"I'm 14, so you probably would think I have never heard of George Burns or Walter Matthau or anyone like that. Boy are you wrong. I had heard that George Burns was in this movie and that he won an Academy Award for it. I have been a fan of George Burns since I was ten. I saw the movie Oh, God recently and loved it. This one was also very awesome. George Burns did a great job. So did Walter Matthau(this is the first time I've ever seen him perform). And even though they had really small roles, Phyllis Diller ",1,Positive
"i know you've read that before, on countless other films no doubt if you're reading the comments here, but voodoo academy still stands as the absolute worst film i've been able to track down. no doubt the really bad ones aren't even available to buy or watch on tv, but even so i feel it's fair to qualify that i'm not just some dumb renter who picked badly.<br /><br />i've seen two thirds of the bottom 100 ranked films here on the imdb, and i'm ticking of the remaining ones with every chance. most of those s",0,Negative
"* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality .it brings perfect opportunities to make you laugh and remind you of the good teenager times when you would have liked to have same fun as the characters do.<br /><br />* I Agree with the fact that it is a teenager movie but comedy movies nowadays aren't supposed to be for teenagers?i mean... cinemas are mostly the place for teenagers to hang out; plus",1,Positive
"Though it had the misfortune to hit the festival circuit here in Austin (SXSW Film) just as we were getting tired of things like Shakespeare in Love, and Elizabeth, this movie deserves an audience. An inside look at the staging of ""The Scottish Play"" as actors call ""Macbeth"" when producing it to avoid the curse, this is a crisp, efficient and stylish treatment of the treachery which befalls the troupe. With a wonderfully evocative score, and looking and sounding far better than its small budget would sugges",1,Positive
"I should put out an alert all over saying that the movie shouldn't be watched. It fails to a fitting tribute in such a magnificent manner that it is almost an insult to the memory of those brave men. The special effect were horrible, I hadn't expected the total failure on the part of the director to appreciate military technology. How can a machine gun which normally fires at the rate of 600 rounds per minute fire at 1/10th the speed? How can soldiers fall forward when a grenade explodes in front of them? H",0,Negative
"First I would like to say how great this. It is astounding and sometimes shocking. And to say the least I'm 11 years old and this is my favorite movie, I can definitely stand a boring film, but this is anything but boring. It is like a trip through humanity. Its stark realism shows through this monumental masterpiece. It is a heart wrenching tale of two down and outers (VOIGHT AND Hoffman) who build a mutual friendship. Joe Buck (VOIGHT) a naive Texan stud comes to New York to make it rich by entertaining w",1,Positive
"Jimmy Cagney races by your eyes constantly in this story of a stage-producer who is vigorously struggling against the upcoming ""talking"" movies.<br /><br />This story of love, deceit, women and dancing is presented in such a manner that as a viewer you are never treated to a dull moment. The direction of the mass scenes in the rehearsal rooms was enormously well done. The story never really got lost in this frantic pace.<br /><br />Some parts of the material presented here have become a little dated but tha",1,Positive
"Broadway and film actor-turned-director John Cassavetes (from Rosemary's Baby)creates a masterpiece with this 1977 film. It stars Gena Rowlands, John Cassavetes himself, Ben Gazzara, Joan Blondell, Paul Stewart, Zohra Lampert, Laura Johnson and there is a cameo by Peter Falk. The premise of the film: An aging stage and film actress (Gena Rowlands)re-evaluates her life after an obscessed fan dies in a car accident trying to get her autograph. The movie has a slow pace and a dark, moody, frightening quality. ",1,Positive
Yesterday my Spanish / Catalan wife and myself saw this emotional lesson in history. Spain is going into the direction of political confrontation again. That is why this masterpiece should be shown in all Spanish High Schools. It is a tremendous lesson in the hidden criminality of fascism. The American pilot who gets involved in the Spanish Civil War chooses for the democratically elected Republican Government. The criminal role of religion is surprisingly well shown in one of the most inventive scenes that,1,Positive
Protocol is an implausible movie whose only saving grace is that it stars Goldie Hawn along with a good cast of supporting actors. The story revolves around a ditzy cocktail waitress who becomes famous after inadvertently saving the life of an Arab dignitary. The story goes downhill halfway through the movie and Goldie's charm just doesn't save this movie. Unless you are a Goldie Hawn fan don't go out of your way to see this film.,0,Negative
"I really like this film... when I started to watch it I thought I would get bored pretty soon, but it surprised me... I thought it was a great film and have seen it a few times now. The characters are believable and I have to say that I fell in love with Brian Austin Green all over again (the first time being Beverly Hills 90210). I would recommend this film if you are a fan of his, but I do agree with another comment made earlier, that the ending is sort of disappointing. I would have loved it to turn out ",1,Positive
I found this very touching as Spike and Heaton stay together all the way through this film not to say there isn't a few betrayals along the way. I thought the chase was put aside the relationship between the two was foreground I think. I had already guessed that there were so gay intentions on the part of Heaton. My favourite scene had to be the bit where Heaton and Spike were stuck in the marsh and Spike runs off I generally thought Spike wasn't coming back. I have to say that if it wasn't for our film stu,1,Positive
there was some truth to this movie. I remember a story reported 15 to 20 years ago of 4 fisherman finding a body in the water and they chose not to report it until their trip was finished. I also recall they were charged with interfering with a corpse (or some such charge). I'm not sure if it was in Australia. The viewers outside of Australia must think we live in a country full of rapists and serial murders. Wolf Creek and this film would encourage this perception. The film itself reminded me of A Simple P,0,Negative
Audiences today will probably watch a film like Ossessione and not really consider how unprecedented it was during the time when it came out. The structure of the film really divorces from sap-happy Hollywood conventionsas well as other major theatrical elements. It relies more upon depicting reality in a very grim and sober light. Films of this naturethe neo-realist filmswere made to reflect the darkness felt during post-World War II times. Ossessione tackles some fairly provocative issues that were pro,1,Positive
"This piece of crap, since I can't call it a movie, can be summed up by the following.<br /><br />-Stereotypical black criminal with black midget partner get in trouble -Black Midget pretends to be a baby with a fully developed adult face, body hair and genitalia -Black midget is mistaken(somehow) by man and woman who happen to want a baby -Black midget than goes on to commit acts of physical and sexual violence, demean white people wherever he sees them, and commit more crimes -Happy Ending<br /><br />Hones",0,Negative
"The only reason I'm giving this a 9 is that the other kid actors who played Tadashi's tormentors were not up to the job. I presume they were just kids who happened to be the right age and handy, but they were not well coached, and their scenes were a minor annoyance. <br /><br />I say not to judge this by U.S. standards because it's full of ambiguities and the kinds of equivocations that Japanese culture readily embraces, and is not beholden to the black-hat/ white-hat moral constraints U.S. kids' films are",1,Positive
"There was a stylish approach to this film on the part of director Vincenzo Natali with interesting camera angles and effective close-ups. It was also refreshing to see Jeremy Northam and Lucy Liu given leading roles and expanding their range as performers. This film also included one of the most imaginative ""escape"" scenes in recent years. The efforts of the director and the actors combined in an effective thriller.<br /><br />Although the plotting of the film was convoluted, the story progressed very clear",1,Positive
"This extremely weak Australian excuse for a motion picture is sort of like the Pavlov Dog Experiment amongst horror movies. You remember this famous ""Conditioned Reflex"" experiment from your school books, right? The Russian scientist Pavlov proved that dogs tended to salivate before the food actually came into their mouths and this through repetitive routines stimulating the animal's reflexes. Pavlov rung a bell a couple of instants before the food was delivered to the dog and, after a while, he became anxi",0,Negative
"I saw this film about twenty years ago on the late show. I still vividly remember the film, especially the performance of Robert Taylor. I always thought Taylor was underrated as an actor as most critics saw him as solid, almost dull leading man type, and women simply loved to watch his films because of his looks. This film, however, proved what an interesting actor he could be. He did not get enough roles like this during his long career. This is his best performance. He is totally believable in a truly vi",1,Positive
"I rented this back in the 80's and honestly can't remember anything specific about the movie - only that it is THE worst movie I have ever seen. This isn't one of those ""it was so bad, it was funny"". This isn't one of those ""it was so gory, it leaves you with a bad feeling"" movies. It wasn't even one of those ""what the heck was that?"" movies. I can't recall the performance of the actors, but it was poorly shot, the story was disjointed, and it had no definable style. When it was over, I was angry that I had",0,Negative
"This movie is pretty cheesy, but I do give it credit for at least trying to provide some characterization for it's principles. There are some great moments in the film and the dialogue has some great moments as well.<br /><br />The aerial assault sequence is perhaps the best part of the movie.<br /><br />I guess I really like the idea of what lengths a veteran will go for a fellow veteran. Sure it's not all that well done, but the premise is not at all bad.<br /><br />Tom",1,Positive
"The best thing about camp films in general is that you know what to expect. It's like watching a professional wrestling match or a day time soap opera or a Jerry Springer show: you immediately can follow the skimpy plot, identify the cardboard characters, and watch in satisfaction while all the cliches are being fulfilled. However, at times, the director does something real unexpected. It may be something extraordinarily stupid, or something weird, or something insightful. The director Makinen is up there w",0,Negative
"I went to the cinema with two of my friends, and picked this movie out of hat, totally not knowing what to expect. And it turn out into a very enjoyable, die-laughing experience! It's an excellent movie with very unexpected story, very good dialogs and crazy humor. All characters are obviously made in ""Alan Ford"" (italian satiric comic) style, but that haven't bothered me for a second. In fact this kind of loser-bums line-up made a movie quite unique and interesting. Sam Rockwell gave very good and convinci",1,Positive
"Two years before he wrote and directed ""Arthur"", Steve Gordon had a minor hit with his screenplay for this crackpot comedic vehicle for Henry Winkler, then TV's ""The Fonz"". A 1950s college thespian (and all-around jerk) woos a co-ed and gets married without any employment prospects on the horizon; to make ends meet, he turns to the flamboyant world of wrestling, eventually becoming a ""Gorgeous George""-like celebrity. Turning likable Winkler into an obnoxious goof-off probably sounded like an interesting ide",0,Negative
"I always enjoy seeing movies that make you think, and don't just drip-feed the answers to their audience. ""Revolver"" is one of these films, and although many reviewers have stated that it is difficult to follow, with a bit of concentration and an open mind I got it. First time. True, it doesn't compare to other mind-mucks like ""The Usual Suspects"" or ""Memento"", but in its own right its an intelligent and thought-provoking film. <br /><br />Another thing I really liked about this film is how damn beautiful i",1,Positive
"First,I'll give my rating for the series overall; ******* 7 out of ten stars. I've taken away three for the downhill slide this series suffered after John Amos departed. Don't get me wrong there were hard hitting episodes later but only after Esther Rolle left for a season and returned.<br /><br />In February of 1974,a really great sit-com (with dramatic overtones)premiered on CBS. It was a TV first,a show about an African-American family living in the Chicago Projects in the 1970s. Created by Norman Lear a",1,Positive
"Having just wasted a couple of hours watching this and for 80% of that time in complete disbelief, I can give this garbage the turkey of the year award, no problem. To say the plot was unbelievable is some big understatement. Frankly I am lost for words to describe this utter tripe. Not only are the characters completely and utterly without any semblance of originality (this sort of stuff has been done much better in dozens of 'serial killer flicks')but the acting was dire. For those who pay to see this, I ",0,Negative
"Relative to other Columbo movies, this can only be rated a 1 (awful). I seriously do not understand what the other reviewers have seen in this appalling train-crash of a film. It was only through morbid fascination that I continued to watch it - to see what bizarre or inept decision the director would make next.<br /><br />Another reviewer suggested that it was Falk's only directorial outing because it interfered with his acting role. In fact, I think the real reason lies with the studio bosses, who must ha",0,Negative
"This early B entry into the patriotic category slapped a gorgeous young Gene Tierney on the ads and posters, but you have to wait a good time before you glimpse her, riding in a Hollywoodized camel train. Previously, we've set up George Sanders and Bruce Cabot in the desert as guys who barely get along, but must rally in the face of attack. I've seen Sanders as so many enjoyable cads that it was fun to witness a rare good guy turn. However, Bruce Cabot's allure is pretty much a mystery to me - he's base and",0,Negative
"I have seen a lot of movies in my life, but not many as bad as this. It is a movie that makes fun of fat people, has no real story, has bad actors, is not funny and much more. Is this a movie that you would like to see? I guess not!<br /><br />I guess that the makers of the movie was trying to be original and creative, but it looks like it was made by a 12 year old child with absolutely no cinematic skills at all. The so called funny parts is as funny as throughing pies in the faces of people, or breaking w",0,Negative
"Words can't describe how utterly stupid this story (and therefore bad this movie) is! Basinger, Del Toro ... what were you thinking ?? So there's a mall and its parking space is totally full. Basinger's character goes in to buy a cup of tea and some packaging paper.<br /><br />When she comes out, the whole place is so empty, that nobody hears two gunshots fired nearby ?? Even though she lives there, when she drives away from the baddies, she goes to the most remote and godforsaken place possible instead of ",0,Negative
"Every once in a while, Eddie Murphy will surprise you.<br /><br />In a movie like ""the Golden Child"", especially. This is a movie you'd figure would star maybe Harrison Ford or Kurt Russell or someone. But Eddie really does work; he's smart, he's funny, he's brave, kind, courteous, thrifty, clean and everything else a hero should be.<br /><br />Having been chosen to secure a mystic child who holds the key to protecting the world from complete evil (embodied perfectly by Dance), Eddie goes from California, t",1,Positive
"It's like what other Dracula movies always do, the minions of Dracula always on Dracula's side, which is what disappointed me at the ending. Regardless the person wants to stay a vampire or not, I would like to see something like in the first movie that the minion fights against her master. It is much interesting (since you can almost predict how the story goes) than just either the priest or D. win the game (we need some surprising plots!).",0,Negative
"I have to say although I despise these kind of shows, shock horror, I'm a girl, I feel I have to express my opinion. I had seen Dirty Sanchez before I saw Jackass and think it way surpasses Jackass in terms of programme making. Story lines and interviews are inter weaved to create a more interesting show. I saw a few minutes of Jackass movie the other night and couldn't believe how poorly put together it was, everything just put in a line joke after joke with no relation between anything. It must have been ",1,Positive
"This is possibly the worst film I've ever seen. The fact that it has a flimsy storyline is bad enough, that they've hooked it around the subject of football violence makes it 100 times worse.<br /><br />I had severe doubts about the premise of this film even before I started watching, but went into it open minded enough even to accept the way that the writers saw fit to introduce Elijah Wood's character Matt into the hooligan scene.<br /><br />But the film throws up inaccuracy after inaccuracy, to the point",0,Negative
"I have been a Jodie Foster fan ever since we were both kids, from her Disney years. I loved her tomboy antics in films like Candleshoe.<br /><br />""Foxes"" was such a huge departure from all of that.<br /><br />Where other young female actors of that era turned to sexual puerility disguised as comedy (""Little Darlings"", anyone?), Jodie went for a depressing and tragic tale of teens dragged to their demise by the powerful allure of temptation and addiction.<br /><br />This was not Disney. This was not Porky's",1,Positive
"The real star of this ridiculous story is glorious technicolor. A visual treat to the eye, the film fails to stimulate the mind and heart. I was intrigued, at first, by the idea of Dietrich and Boyer leaving religion in order to ""find"" their capacity for love. What follows is a huge disappointment. Boyer is the only real actor in the production and one feels his torment. Dietrich's amazing wardrobe outshines her performance -- at times her face is frightening to look at -- a unfeeling mask. As a monk, Boyer",0,Negative
"What did I just watch? I spent 90 minutes of my precious life watching one of the dumbest movies I've ever seen. The concept of a serial killer clown is actually quite scary seeing is there are a lot of people who are afraid of clowns....but having it be a 300 pound nursery rhyme reciting killer clown makes a mockery of the genre. I still am wondering how the character Mark wasn't able to run away from the Clown...he's 300 pounds, he's gotta get tired eventually. The whole ending made me get up and literall",0,Negative
"Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story is interesting, but it's highly unlikely that some cocktail waitress will get an important job in the government just because she saved some big shot's life. It made me laugh and made me mad at the same time. It made me laugh becau",1,Positive
"This is a great movie for any fan of Hong Kong action movies. Asides from it's little plot, the weak drama and bits of comedy antics, the movie is action packed with gun-fighting and martial arts action. Kept me entertained from beginning until the end. I thought Shannon Lee was awesome in the movie.<br /><br />Having an action director like Corey Yuen is what keeps Hong Kong action going strong. This modern action film is highly recommended!!",1,Positive
"Mina Kumari exhibits more style and grace just moving from standing, to sitting on the floor than you can find in most other movies. The director has produced more memorable scenes of touching beauty than it would seem possible. The music and dancing is of the highest possible quality. You may notice in the first dance scene the director has all sorts of things occurring in the background:other girl dancing, a drunk falling down stairs, much activity, but he knew that we would be watching Mina dance and I'l",1,Positive
"The main reason to see this film is Warren William, who is in top form as the shyster campaign manager. He is electric, constantly finding ways to fool the public and defeat the opposing party in the midst of the biggest disasters. William is a great actor -- I feel he never got his due. Bette Davis as his girlfriend also shines in an under-written role. Personally, I found Guy Kibbee not quite right as the lame-brained candidate that William and the others are trying to foist on the public. He seemed more ",1,Positive
"To me this just comes off as a soap opera. I guess any depiction of profligate people can be considered ""social commentary."" But in the final analysis, I simply don't care how you characterize this film. None of the characters are very likable or engaging. I felt no chemistry between Hudson and Bacall. If there is a love story here, it is lost in the malaise. And despite the twist ending provided by a complete and immediate (and therefore, incomprehensible) reversal by Dorothy Maguire on the witness stand, ",0,Negative
"""National Lampoon Goes to the Movies"" (1981) is absolutely the worst movie ever made, surpassing even the witless ""Plan 9 from Outer Space."" The Lampoon film unreels in three separate and unconnected vignettes, each featuring different performers. The only common thread is the total lack of any redeeming qualities.<br /><br />Well, maybe there is one. Another reviewer on this site has said that the fleeting nude shots are nice, and he's right. Misses Ganzel and Dusenberry flash their assets prettily, in par",0,Negative
"I was around 7 when I saw this movie first. It wasn't so special then,but a few years later I saw it again and that time it made fun,a lot:)<br /><br />I think the best parts of the film are: Yeti's body language and the 'special effects ' also.<br /><br />If you wanna watch this movie ,don't wait for a Hollywood made blockbuster,even this film was made from approx. 1000 dollars :) <br /><br />I've a copy of it.Movie and video version as well(But I don't think it had been ever shown in cinemas)<br /><br />W",1,Positive
"Maybe this isn't fair, because I only made it about halfway through the movie. One of the few movies I have actually not been able to watch due to lameness.<br /><br />The acting is terrible, the camera work is terrible, the plot is ridiculous and the whole movie is just unrealistic and cheesy. For example - during a coke deal, the coke is just kept loose in a briefcase - I'm no expert, but I think people generally put it in a bag.<br /><br />They use the same stupid sound effect whenever a punch is thrown ",0,Negative
"First of all, I would just like to say to everyone who has seen this movie, that the actor who played the ""Transvestite"" Is one of my friends, his name is Robert Dugdale, he's a terrific actor, although it doesn't say much about his filmography, he's been in several plays and musicals. He is currently residing in Terrace B.C. that is where I am from, he comes over to our house almost every saturday *laughs* Okay, now about the movie, I wouldn't recomend this to anyone who HASN'T seen it, for it is not a mov",0,Negative
After a long hard week behind the desk making all those dam serious decisions this movie is a great way to relax. Like Wells and the original radio broadcast this movie will take you away to a land of alien humor and sci-fi paraday. 'Captain Zippo died in the great charge of the Buick. He was a brave man.' The Jack Nicholson impressions shine right through that alien face with the dark sun glasses and leather jacket. And always remember to beware of the 'doughnut of death!' Keep in mind the number one rule ,1,Positive
"I just watched this movie and I've gotta say that with such a great premise and great talent this turkey just lays there!!! A friend lent me this movie and I watched with an open mind mainly because he had such high praise for the story. <br /><br />Well, the movie started off with Kevin Costner as a fighter pilot retiring... why? Why did they make him a fighter pilot? He was supposedly going to be hired by Anthony Quinn's character to be his new pilot... well, we never see Costner go near a plane for the r",0,Negative
"I've read every book to date in the left behind series, and the movie hardly does any of them justice. Sure, I've seen worse movies, but this was incredibly disappointing. This movie would have made a good MST3K episode. The script was a horrible adaptation of the book, and it felt like the actors were reading their lines, instead of actually saying them. The characters were stiff and unlikeable. The effects were cheesy, and looked terribly fake. The ending was awful. First of all, it didn't even go all the",0,Negative
"Hiya folks,<br /><br />Well, this movie sucks really. Think ""Love Actually"" in reverse. Nothing fits quite right, nothing is coherent, and certainly nothing makes you laugh. Love is rare in this film.<br /><br />It IS a total flop. As indicated however, there are three redeeming points about this mangled potential of a film.<br /><br />A) With a star billing of Jennifer Love Hewitt, there will be hordes of guys who will submit with grace to viewing this just to catch a glimpse of the petite Hewitt with form",0,Negative
"I realized a couple of days ago that the makers of this film put a play on words into its title. This movie is not primarily about the act of ""riding giants,"" but mostly about the people who are the giants of the sport, RIDING giants, to change the emphasis.<br /><br />In my teens I lived a block from the Wedge, one of the hardest-breaking and best bodysurfing spots in the world. I've been out in 15-to-18 foot surf, and have ridden and been hammered by 10 and 12-foot waves on many occasions. That experience",1,Positive
"Deathtrap is not a whodunit. It's a who gonna do it to who first. It's so hard to describe this movie without giving anything away so I won't mention anything more about the plot. As far as acting goes it is Cris Reeves greatest role as Clifford, a young playwrite. You really see the range in his acting abilities in this movie from ""exhaling cheeseburgers"" to downright frightening. Clifford is such a hard role to play and in the stage production of this I have never seen Clifford played well on both ends of",1,Positive
"Verhoeven's movie was utter and complete garbage. He's a disgusting hack of a director and should be ashamed. By his own admission, he read 2 chapters of the book, got bored, and decided to make the whole thing up from scratch.<br /><br />Heinlein would have NEVER supported that trash if he'd been alive to see it. It basically steals the name, mocks politics of the book (which is a good portion of it), and throws in some T&A so the average idiot American moviegoer doesn't get bored.<br /><br />This anime is",1,Positive
"The plot is plausible but banal, i.e., beautiful and neglected wife of wealthy and powerful man has a fling with a psychotic hunk, then tries to cover it up as the psycho stalks and blackmails her. But, what develops from there is stupefyingly illogical. Despite the resources that are available to the usual couple who has money and influence, our privileged hero and heroine appear to have only one domestic, their attorney and local police (who say they can do nothing) at their disposal while they grapple wi",0,Negative
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, ",1,Positive
"This is one of may all-time favourite films. Parker Posey's character is over-the-top entertaining, and the librarian motif won't be lost on anyone who has ever worked in the books and stacks world.<br /><br />If you're a library student, RENT THIS. Then buy the poster and hang it on your wall. The soundtrack is highly recommendable too. I've shown this film to more library friends than any other -- they all fall in love with it.",1,Positive
"In director Eric Stanze's 'ISOYC, IPOYG', three men are subjected to torture at the the hands of a woman that they have all sexually abused. The first victim is forced to eat his own crap, before being axed to death. The next bloke ends up with a bullet in the crotch after refusing to have anal sex with the first guy's corpse. But it's the third man who gets it the worst: he has to watch the heavily tattooed 'star' Emily Haack get naked and masturbate with a broom handle (oh, he also gets the handle shoved ",0,Negative
